Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,"('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Unnamed: 24_level_0', 'Match Report')","('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Unnamed: 35_level_0', 'Match Report')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Unnamed: 23_level_0', 'Ast')","('Unnamed: 24_level_0', 'xAG')","('Unnamed: 25_level_0', 'xA')","('Unnamed: 26_level_0', 'KP')","('Unnamed: 27_level_0', '1/3')","('Unnamed: 28_level_0', 'PPA')","('Unnamed: 29_level_0', 'CrsPA')","('Unnamed: 30_level_0', 'PrgP')","('Unnamed: 31_level_0', 'Match Report')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Unnamed: 23_level_0', 'Match Report')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Unnamed: 21_level_0', 'Int')","('Unnamed: 22_level_0', 'Tkl+Int')","('Unnamed: 23_level_0', 'Clr')","('Unnamed: 24_level_0', 'Err')","('Unnamed: 25_level_0', 'Match Report')","('For Arsenal', 'Poss')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Unnamed: 32_level_0', 'Match Report')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')","('Unnamed: 25_level_0', 'Match Report')"
2023-12-17,14:00,Matchweek 17,Sun,Home,W,2.0,0.0,Brighton,2.3,0.7,49.0,60257.0,Martin Ødegaard,4-3-3,4-2-3-1,Tim Robinson,Match Report,,2,26,8,30.8,0.08,0.25,14.2,0,0,0,2.3,2.3,0.09,-0.3,-0.3,Match Report,1,0,1,100.0,1,0.1,0.1,0,0,0,0,2,13,15.4,32,4,34.4,29.2,3,66.7,46.3,7,2,28.6,0,3.0,Match Report,487,553,88.1,7368,2492,270,279,96.8,179,200,89.5,22,45,48.9,1,1.4,2.0,19,38,14,1,54,Match Report,46,38,3,4,1,0,0,2,2,0,0,0,0,0,Match Report,12,7,7,4,1,6,10,60.0,4,7,2,5,11,23,6,0,Match Report,49.0,641,24,155,216,276,56,641,21,11,52.4,5,23.8,440,2151,991,24,14,16,10,13,480,52,Match Report,1,0,0,11,9,1,18,11,7,0,0,0,36,8,10,44.4,Match Report
2023-12-23,17:30,Matchweek 18,Sat,Away,D,1.0,1.0,Liverpool,0.7,1.0,48.0,57548.0,Martin Ødegaard,4-3-3,4-3-3,Chris Kavanagh,Match Report,,1,13,2,15.4,0.08,0.5,17.2,0,0,0,0.7,0.7,0.06,0.3,0.3,Match Report,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,2,16,12.5,24,9,45.8,40.6,7,71.4,52.9,17,4,23.5,0,9.3,Match Report,360,466,77.3,5872,2256,188,214,87.9,123,151,81.5,35,74,47.3,1,0.6,0.5,9,34,6,1,44,Match Report,23,17,2,2,1,1,0,2,0,1,0,0,1,0,Match Report,20,14,12,7,1,6,12,50.0,6,12,4,8,11,31,22,0,Match Report,48.0,606,69,197,281,134,24,606,31,10,32.3,14,45.2,313,1553,722,17,13,8,21,20,358,44,Match Report,5,0,0,14,13,1,16,11,14,0,0,0,61,4,15,21.1,Match Report
2023-12-28,20:15,Matchweek 19,Thu,Home,L,0.0,2.0,West Ham,2.7,1.4,73.0,60261.0,Martin Ødegaard,4-3-3,4-2-3-1,Michael Oliver,Match Report,,0,30,8,26.7,0.0,0.0,16.8,0,0,0,2.7,2.7,0.1,-2.7,-2.7,Match Report,3,2,0,33.3,0,2.3,0.3,1,0,1,0,0,0,,20,5,0.0,15.1,6,0.0,11.2,7,1,14.3,4,25.4,Match Report,703,796,88.3,9768,3201,430,463,92.9,240,258,93.0,16,32,50.0,0,1.9,3.5,23,65,31,5,118,Match Report,58,51,2,0,5,0,0,0,0,0,0,0,0,0,Match Report,20,7,5,11,4,9,14,64.3,5,11,2,9,6,26,10,0,Match Report,73.0,930,40,113,380,440,71,930,20,5,25.0,14,70.0,692,3946,2170,51,28,14,20,10,698,118,Match Report,2,0,0,8,8,0,30,6,7,0,1,0,50,17,12,58.6,Match Report
2023-12-31,14:00,Matchweek 20,Sun,Away,L,1.0,2.0,Fulham,1.6,1.2,60.0,24444.0,Martin Ødegaard,4-3-3,4-2-3-1,Joshua Smith,Match Report,,1,13,3,23.1,0.08,0.33,15.4,1,0,0,1.6,1.6,0.13,-0.6,-0.6,Match Report,4,2,2,50.0,0,1.0,-1.0,0,0,0,0,2,7,28.6,23,4,30.4,28.6,5,0.0,15.8,14,0,0.0,2,27.5,Match Report,576,670,86.0,8801,2696,335,364,92.0,213,245,86.9,25,47,53.2,0,0.5,0.6,8,43,5,1,66,Match Report,23,18,0,2,1,2,0,1,0,0,0,1,0,0,Match Report,13,9,3,8,2,6,13,46.2,7,15,6,9,7,20,14,1,Match Report,60.0,766,53,190,396,185,19,766,15,6,40.0,8,53.3,532,3079,1603,29,23,8,15,7,569,66,Match Report,1,0,0,10,11,0,20,7,9,0,0,0,49,10,10,50.0,Match Report
2024-01-20,12:30,Matchweek 21,Sat,Home,W,5.0,0.0,Crystal Palace,3.3,0.3,60.0,60284.0,Martin Ødegaard,4-3-3,3-4-3,Paul Tierney,Match Report,,5,21,7,33.3,0.24,0.71,16.7,0,0,0,3.3,3.3,0.16,1.7,1.7,Match Report,5,0,5,100.0,1,0.6,0.6,0,0,0,0,2,9,22.2,31,5,29.0,29.4,5,0.0,14.0,14,2,14.3,1,12.3,Match Report,504,599,84.1,8305,2898,250,273,91.6,207,242,85.5,34,58,58.6,5,3.1,1.8,16,37,15,1,58,Match Report,36,28,4,1,0,2,1,9,6,2,1,0,0,0,Match Report,17,11,6,6,5,11,24,45.8,13,9,2,7,9,26,19,1,Match Report,60.0,712,69,247,261,208,40,712,11,6,54.5,3,27.3,434,1811,972,24,20,9,20,8,501,57,Match Report,0,0,0,8,12,5,16,9,11,0,0,0,49,17,19,47.2,Match Report
2024-01-30,19:30,Matchweek 22,Tue,Away,W,2.0,1.0,Nott'ham Forest,1.2,0.5,73.0,29387.0,Martin Ødegaard,4-3-3,4-2-3-1,Simon Hooper,Match Report,,2,19,3,15.8,0.11,0.67,17.6,0,0,0,1.2,1.2,0.06,0.8,0.8,Match Report,3,1,2,66.7,0,1.0,0.0,0,0,0,0,1,7,14.3,21,1,33.3,31.6,2,0.0,14.0,12,1,8.3,1,14.7,Match Report,688,797,86.3,11132,3167,345,381,90.6,311,343,90.7,27,57,47.4,2,1.2,1.7,18,78,28,3,83,Match Report,35,29,1,4,0,0,1,2,1,1,0,0,0,0,Match Report,16,8,5,5,6,6,11,54.5,5,6,3,3,5,21,13,0,Match Report,73.0,890,32,138,365,391,54,890,16,7,43.8,8,50.0,535,2368,1235,32,23,7,14,7,679,83,Match Report,1,0,0,7,5,3,24,5,8,0,0,0,47,18,20,47.4,Match Report
2024-02-04,16:30,Matchweek 23,Sun,Home,W,3.0,1.0,Liverpool,3.5,0.4,43.0,60374.0,Martin Ødegaard,4-3-3,4-3-3,Anthony Taylor,Match Report,,3,15,7,46.7,0.2,0.43,14.2,0,0,0,3.5,3.5,0.25,-0.5,-0.5,Match Report,1,1,1,0.0,0,0.0,0.0,0,0,0,0,3,20,15.0,29,6,58.6,41.1,9,33.3,32.0,17,2,11.8,2,19.0,Match Report,326,430,75.8,5776,2178,130,149,87.2,168,200,84.0,24,59,40.7,1,2.3,1.2,10,26,7,0,41,Match Report,27,19,2,2,3,1,0,5,3,0,1,1,0,0,Match Report,21,11,10,7,4,8,17,47.1,9,10,2,8,11,32,26,0,Match Report,43.0,548,68,195,201,155,30,548,15,8,53.3,5,33.3,268,1377,768,23,10,14,9,6,323,41,Match Report,6,0,0,11,10,3,12,11,11,0,0,1,36,18,22,45.0,Match Report
2024-02-11,14:00,Matchweek 24,Sun,Away,W,6.0,0.0,West Ham,3.6,0.2,70.0,62475.0,Martin Ødegaard,4-3-3,4-2-3-1,Craig Pawson,Match Report,,6,24,11,45.8,0.21,0.45,16.0,0,1,1,3.6,2.8,0.12,2.4,2.2,Match Report,1,0,1,100.0,1,0.2,0.2,0,0,0,0,0,0,,29,9,0.0,19.5,1,0.0,24.0,8,2,25.0,1,11.7,Match Report,673,738,91.2,10775,3599,342,366,93.4,304,329,92.4,24,36,66.7,5,2.8,3.0,24,41,27,5,83,Match Report,49,43,3,1,0,2,0,12,8,2,0,0,2,0,Match Report,12,7,4,6,2,5,9,55.6,4,12,4,8,5,17,16,1,Match Report,70.0,847,44,227,392,236,44,846,24,8,33.3,10,41.7,504,2846,1493,27,24,5,15,11,668,83,Match Report,0,0,0,11,17,2,24,5,7,1,0,0,37,12,11,52.2,Match Report
2024-02-17,15:00,Matchweek 25,Sat,Away,W,5.0,0.0,Burnley,2.3,0.3,64.0,21311.0,Martin Ødegaard,4-3-3,4-4-2,Jarred Gillett,Match Report,,5,15,6,40.0,0.27,0.67,16.8,1,1,1,2.3,1.5,0.1,2.7,2.5,Match Report,0,0,0,,1,0.0,0.0,0,0,0,0,7,12,58.3,31,6,35.5,28.0,6,16.7,20.0,10,0,0.0,2,21.3,Match Report,543,636,85.4,8550,2967,293,324,90.4,201,226,88.9,37,58,63.8,2,0.9,1.4,8,37,12,0,41,Match Report,27,18,3,2,1,2,1,9,5,1,1,1,1,0,Match Report,15,11,9,3,3,6,17,35.3,11,16,3,13,5,20,13,0,Match Report,64.0,745,53,215,358,176,37,744,16,5,31.3,7,43.8,528,2274,1125,16,10,8,21,10,540,41,Match Report,1,0,0,8,11,1,10,5,11,1,0,0,44,20,8,71.4,Match Report
2024-02-24,20:00,Matchweek 26,Sat,Home,W,4.0,1.0,Newcastle Utd,2.8,0.2,55.0,60298.0,Martin Ødegaard,4-3-3,4-3-3,Paul Tierney,Match Report,,3,18,7,38.9,0.17,0.43,13.8,0,0,0,2.8,2.8,0.16,0.2,0.2,Match Report,2,1,1,50.0,0,0.7,-0.3,0,0,0,0,6,16,37.5,27,3,48.1,36.0,3,100.0,62.3,3,1,33.3,4,22.5,Match Report,492,593,83.0,7339,2408,300,319,94.0,158,186,84.9,25,56,44.6,3,2.5,2.8,13,35,10,0,57,Match Report,30,25,4,0,0,1,0,6,5,1,0,0,0,0,Match Report,11,9,4,4,3,5,12,41.7,7,12,0,12,9,20,7,0,Match Report,55.0,680,31,127,313,245,47,680,13,4,30.8,7,53.8,381,1656,831,17,12,11,13,4,488,56,Match Report,1,0,0,15,5,3,14,9,9,0,0,0,47,14,6,70.0,Match Report
2024-03-04,20:00,Matchweek 27,Mon,Away,W,6.0,0.0,Sheffield Utd,2.3,0.2,80.0,29157.0,Martin Ødegaard,4-3-3,4-5-1,Samuel Barrott,Match Report,,5,22,9,40.9,0.23,0.56,15.6,1,0,0,2.3,2.3,0.11,2.7,2.7,Match Report,0,0,0,,1,0.0,0.0,0,0,0,0,1,5,20.0,24,1,20.8,24.7,4,0.0,16.3,3,0,0.0,2,25.3,Match Report,844,936,90.2,12638,3289,473,503,94.0,321,351,91.5,36,52,69.2,4,1.4,2.1,18,62,20,1,66,Match Report,36,29,2,1,3,1,0,8,7,0,1,0,0,0,Match Report,7,6,2,3,2,5,7,71.4,2,4,1,3,4,11,7,0,Match Report,80.0,1011,35,128,527,358,50,1011,17,10,58.8,5,29.4,540,2833,1669,29,26,11,6,9,839,66,Match Report,0,0,0,4,11,5,17,4,6,0,0,0,44,10,7,58.8,Match Report
2024-03-09,17:30,Matchweek 28,Sat,Home,W,2.0,1.0,Brentford,1.3,1.0,71.0,60331.0,Martin Ødegaard,4-3-3,3-5-2,Robert Jones,Match Report,,2,17,5,29.4,0.12,0.4,16.4,0,0,0,1.3,1.3,0.08,0.7,0.7,Match Report,4,1,3,75.0,0,1.4,0.4,0,0,0,0,6,24,25.0,36,5,66.7,47.1,2,0.0,9.5,11,5,45.5,0,4.8,Match Report,487,612,79.6,7288,2781,284,314,90.4,168,201,83.6,23,63,36.5,2,1.1,1.6,14,44,22,4,67,Match Report,33,32,1,0,0,0,0,4,4,0,0,0,0,0,Match Report,8,4,6,1,1,2,2,100.0,0,11,3,8,2,10,8,1,Match Report,71.0,709,41,142,279,294,46,709,19,9,47.4,8,42.1,450,2056,978,19,21,8,14,5,487,67,Match Report,2,0,0,9,10,1,28,2,4,0,0,0,46,19,22,46.3,Match Report
2024-03-31,16:30,Matchweek 30,Sun,Away,D,0.0,0.0,Manchester City,0.7,1.0,28.0,52178.0,Martin Ødegaard,4-3-3,4-1-4-1,Anthony Taylor,Match Report,,0,6,2,33.3,0.0,0.0,14.2,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Match Report,1,0,1,100.0,1,0.8,0.8,0,0,0,0,10,26,38.5,29,3,58.6,42.3,10,90.0,57.4,25,2,8.0,0,5.3,Match Report,202,288,70.1,3475,1709,102,120,85.0,71,90,78.9,20,51,39.2,0,0.7,0.6,6,11,7,2,20,Match Report,12,8,0,3,0,0,1,0,0,0,0,0,0,0,Match Report,20,6,12,5,3,6,26,23.1,20,14,4,10,5,25,28,0,Match Report,28.0,406,73,187,147,77,12,406,12,9,75.0,2,16.7,216,978,422,11,7,4,20,11,200,20,Match Report,2,0,0,20,9,1,9,5,6,0,0,0,40,10,16,38.5,Match Report
2024-04-03,19:30,Matchweek 31,Wed,Home,W,2.0,0.0,Luton Town,0.7,0.3,58.0,60262.0,Martin Ødegaard,4-3-3,3-4-3,Craig Pawson,Match Report,,1,13,4,30.8,0.08,0.25,17.8,0,0,0,0.7,0.7,0.06,0.3,0.3,Match Report,1,0,1,100.0,1,0.2,0.2,0,0,0,0,6,19,31.6,64,8,23.4,25.8,7,57.1,41.9,13,1,7.7,0,4.0,Match Report,567,642,88.3,8017,2864,328,345,95.1,204,217,94.0,14,47,29.8,1,0.5,0.9,9,30,12,0,39,Match Report,20,15,0,1,2,0,2,2,2,0,0,0,0,0,Match Report,10,8,1,8,1,1,4,25.0,3,7,1,6,10,20,18,0,Match Report,58.0,738,85,247,341,155,32,738,16,7,43.8,8,50.0,546,2495,1003,18,14,9,19,9,562,39,Match Report,1,0,0,12,8,1,4,10,8,0,0,0,49,12,21,36.4,Match Report
2024-04-06,17:30,Matchweek 32,Sat,Away,W,3.0,0.0,Brighton,3.4,0.5,46.0,31677.0,Martin Ødegaard,4-3-3,4-2-3-1,John Brooks,Match Report,,3,19,6,31.6,0.11,0.33,12.4,0,1,1,3.4,2.6,0.14,-0.4,-0.6,Match Report,2,0,2,100.0,1,0.3,0.3,0,0,0,0,2,11,18.2,32,4,31.3,30.3,6,16.7,16.3,15,0,0.0,1,32.0,Match Report,387,475,81.5,5601,2043,216,237,91.1,134,154,87.0,18,46,39.1,2,2.5,2.3,18,25,13,1,41,Match Report,37,26,6,0,3,2,0,5,4,0,0,0,1,0,Match Report,14,9,7,5,2,8,13,61.5,5,12,1,11,7,21,20,0,Match Report,46.0,592,68,181,219,194,48,591,25,9,36.0,13,52.0,250,1538,892,24,10,11,9,6,385,41,Match Report,2,0,0,13,13,2,14,7,9,1,0,0,46,10,9,52.6,Match Report
2024-04-14,16:30,Matchweek 33,Sun,Home,L,0.0,2.0,Aston Villa,1.6,0.9,52.0,60350.0,Martin Ødegaard,4-3-3,4-2-3-1,David Coote,Match Report,,0,18,4,22.2,0.0,0.0,17.2,1,0,0,1.6,1.6,0.1,-1.6,-1.6,Match Report,2,2,0,0.0,0,1.0,-1.0,0,0,0,0,4,8,50.0,23,5,34.8,32.9,4,0.0,11.8,11,0,0.0,3,22.5,Match Report,413,490,84.3,6438,2437,249,270,92.2,146,170,85.9,18,35,51.4,0,1.3,1.9,13,42,19,2,57,Match Report,27,23,0,1,3,0,0,0,0,0,0,0,0,0,Match Report,21,14,8,9,4,11,21,52.4,10,12,5,7,5,26,19,1,Match Report,52.0,617,52,160,255,208,45,617,15,5,33.3,10,66.7,350,2009,1089,20,15,6,18,8,409,56,Match Report,3,0,0,12,6,5,13,5,14,0,0,0,49,12,6,66.7,Match Report
2024-04-20,19:30,Matchweek 34,Sat,Away,W,2.0,0.0,Wolves,1.2,0.2,54.0,31621.0,Martin Ødegaard,4-3-3,4-4-2,Paul Tierney,Match Report,,2,24,9,37.5,0.08,0.22,17.8,0,0,0,1.2,1.2,0.05,0.8,0.8,Match Report,3,0,3,100.0,1,0.3,0.3,0,0,0,0,8,12,66.7,32,4,31.3,30.7,5,40.0,30.6,6,1,16.7,1,16.5,Match Report,495,577,85.8,8442,3124,243,268,90.7,211,236,89.4,35,50,70.0,1,0.7,1.1,17,39,18,1,61,Match Report,48,40,2,1,1,2,2,4,4,0,0,0,0,0,Match Report,11,7,1,7,3,4,8,50.0,4,3,0,3,7,18,9,2,Match Report,54.0,667,40,155,290,224,51,667,14,5,35.7,7,50.0,361,1844,1014,19,9,9,10,16,492,61,Match Report,2,0,0,9,14,2,11,7,7,0,0,0,41,22,10,68.8,Match Report
2024-04-23,20:00,Matchweek 29,Tue,Home,W,5.0,0.0,Chelsea,3.3,1.6,45.0,60238.0,Martin Ødegaard,4-3-3,4-2-3-1,Simon Hooper,Match Report,,5,27,10,37.0,0.19,0.5,16.3,0,0,0,3.3,3.3,0.13,1.7,1.7,Match Report,1,0,1,100.0,1,0.0,0.0,0,0,0,0,2,7,28.6,21,4,33.3,28.3,4,0.0,8.8,7,0,0.0,0,,Match Report,457,527,86.7,7060,2524,251,274,91.6,160,180,88.9,33,49,67.3,4,3.2,2.2,25,38,19,2,49,Match Report,50,43,0,3,2,0,2,9,8,0,0,1,0,0,Match Report,22,16,6,13,3,7,15,46.7,8,5,2,3,16,38,14,0,Match Report,45.0,632,47,160,259,221,54,632,13,6,46.2,6,46.2,330,1984,1063,32,11,21,14,7,455,49,Match Report,2,0,0,12,10,3,11,16,16,0,0,0,60,12,11,52.2,Match Report
2024-04-28,14:00,Matchweek 35,Sun,Away,W,3.0,2.0,Tottenham,1.0,2.3,38.0,61554.0,Martin Ødegaard,4-3-3,4-2-3-1,Michael Oliver,Match Report,,2,9,3,33.3,0.22,0.67,14.3,1,0,0,1.0,1.0,0.11,1.0,1.0,Match Report,2,2,0,50.0,0,1.3,-0.7,1,1,0,0,12,22,54.5,36,5,52.8,37.1,9,33.3,24.3,30,3,10.0,0,9.8,Match Report,292,374,78.1,4976,2185,147,167,88.0,106,122,86.9,31,60,51.7,2,1.0,0.8,7,18,9,1,32,Match Report,18,12,2,1,0,3,0,4,3,1,0,0,0,0,Match Report,24,14,12,9,3,8,19,42.1,11,10,5,5,13,37,26,1,Match Report,38.0,499,89,193,187,123,25,499,23,9,39.1,12,52.2,206,1110,617,9,13,4,15,12,289,30,Match Report,1,0,0,16,12,4,15,13,14,0,1,0,40,13,9,59.1,Match Report
2024-05-04,12:30,Matchweek 36,Sat,Home,W,3.0,0.0,Bournemouth,3.3,0.5,55.0,60348.0,Martin Ødegaard,4-3-3,4-3-3,David Coote,Match Report,,3,24,8,33.3,0.08,0.25,14.0,0,1,1,3.3,2.5,0.11,-0.3,-0.5,Match Report,2,0,2,100.0,1,0.3,0.3,0,0,0,0,8,12,66.7,18,2,61.1,41.9,4,25.0,23.0,10,2,20.0,3,22.2,Match Report,400,495,80.8,6476,2620,227,254,89.4,132,159,83.0,34,52,65.4,2,2.3,2.0,20,32,20,1,51,Match Report,46,32,4,4,4,1,1,6,5,0,0,0,1,0,Match Report,18,8,10,5,3,11,18,61.1,7,6,2,4,10,28,13,0,Match Report,55.0,604,36,135,233,245,54,603,22,13,59.1,6,27.3,336,1839,896,17,20,8,13,8,396,51,Match Report,2,0,0,16,11,5,13,10,8,1,0,0,45,15,19,44.1,Match Report
2024-05-12,16:30,Matchweek 37,Sun,Away,W,1.0,0.0,Manchester Utd,1.5,0.5,46.0,73600.0,Martin Ødegaard,4-3-3,4-2-3-1,Paul Tierney,Match Report,,1,11,5,45.5,0.09,0.2,13.4,0,0,0,1.5,1.5,0.14,-0.5,-0.5,Match Report,2,0,2,100.0,1,0.1,0.1,0,0,0,0,7,21,33.3,46,5,34.8,34.4,9,55.6,40.1,15,2,13.3,1,10.8,Match Report,377,467,80.7,6530,2325,178,202,88.1,166,188,88.3,27,54,50.0,1,1.5,1.9,10,21,11,0,32,Match Report,19,16,2,1,0,0,0,2,2,0,0,0,0,0,Match Report,26,11,12,9,5,8,26,30.8,18,14,6,8,8,34,16,0,Match Report,46.0,584,90,248,226,117,27,584,18,7,38.9,11,61.1,335,1665,791,8,8,6,13,6,372,32,Match Report,2,0,0,6,5,0,10,8,11,0,0,0,34,10,13,43.5,Match Report
2024-05-19,16:00,Matchweek 38,Sun,Home,W,2.0,1.0,Everton,2.9,0.6,68.0,60312.0,Martin Ødegaard,4-3-3,4-4-1-1,Michael Oliver,Match Report,,2,26,5,19.2,0.08,0.4,14.1,0,0,0,2.9,2.9,0.12,-0.9,-0.9,Match Report,2,1,1,50.0,0,0.6,-0.4,0,0,0,0,0,1,0.0,18,5,5.6,19.5,2,0.0,17.0,3,0,0.0,2,22.0,Match Report,610,703,86.8,8977,2642,364,390,93.3,207,230,90.0,27,47,57.4,2,2.7,2.0,21,57,20,3,86,Match Report,47,38,1,1,5,0,2,3,2,0,0,1,0,0,Match Report,7,6,5,2,0,2,12,16.7,10,16,1,15,8,15,5,0,Match Report,68.0,798,24,91,354,362,61,798,10,5,50.0,3,30.0,567,3338,1667,35,36,17,12,14,601,85,Match Report,4,0,0,8,10,1,28,8,6,0,0,0,43,12,13,48.0,Match Report
